time_sec,elapsed_sec,confidence,visible,avg_speed_mps,ips_x_m,ips_y_m,speed_mps,throttle_command,steering_command
1784573306.917965889,8.749921,0.608925,1,2.491606,-21.505300,13.324600,4.802676,0.084500,-0.306965
1784573306.967928410,8.799883,0.560211,1,2.498546,-21.559400,13.502100,1.943722,0.084500,-0.306965
1784573307.017907619,8.849862,0.560211,1,2.515093,-21.611700,13.768200,5.282830,0.084500,-0.297387
1784573307.067953348,8.899908,0.550000,1,2.500945,-21.611700,13.768200,5.282830,0.084500,-0.297387
1784573307.117902994,8.949858,0.550000,1,2.486992,-21.611700,13.768200,5.282830,0.084500,-0.273311
1784573307.167869091,8.999824,0.550000,1,2.503818,-21.633700,14.042900,5.127163,0.084500,-0.273311
1784573307.217955112,9.049910,0.847960,1,2.489954,-21.633700,14.042900,5.127163,0.084500,-0.252282
1784573307.267838478,9.099793,0.847960,1,2.490564,-21.633600,14.172600,1.328229,0.084500,-0.252282
1784573307.318386316,9.150341,0.780124,1,2.490958,-21.627300,14.302100,1.922176,0.084500,-0.242646
1784573307.367856979,9.199812,0.717714,1,2.477580,-21.627300,14.302100,1.922176,0.084500,-0.242646
1784573307.417873621,9.249828,0.717714,1,2.479347,-21.613600,14.441700,1.675794,0.084500,-0.233424
1784573307.467938900,9.299894,0.660297,1,2.465991,-21.613600,14.441700,1.675794,0.084500,-0.233424
1784573307.517984629,9.349939,0.607473,1,2.471393,-21.587600,14.613600,2.281299,0.084500,-0.216562
1784573307.567848206,9.399803,0.607473,1,2.475901,-21.553800,14.775700,2.433751,0.084500,-0.216562
1784573307.617923975,9.449879,0.558875,1,2.478294,-21.516900,14.917600,2.175939,0.084500,-0.206266
1784573307.668065310,9.500020,0.550000,1,2.479565,-21.476800,15.047900,5.413666,0.084500,-0.206266
1784573307.717968702,9.549923,0.550000,1,2.466609,-21.476800,15.047900,5.413666,0.084500,-0.186805
1784573307.767882109,9.599837,0.550000,1,2.482186,-21.381700,15.303400,5.727775,0.084500,-0.186805
1784573307.817870140,9.649825,0.550000,1,2.469331,-21.381700,15.303400,5.727775,0.130000,-0.172167
1784573307.867947817,9.699903,0.550000,1,2.456579,-21.381700,15.303400,5.727775,0.130000,-0.172167
1784573307.917933702,9.749888,0.550000,1,2.472831,-21.264300,15.558900,5.378360,0.130000,-0.165617
1784573307.967912674,9.799867,0.550000,1,2.460217,-21.264300,15.558900,5.378360,0.130000,-0.165617
1784573308.017861843,9.849817,0.550000,1,2.464172,-21.189500,15.702400,1.510795,0.130000,-0.160607
1784573308.068056107,9.900011,0.000000,0,2.471346,-21.091700,15.870900,8.183452,0.130000,-0.160607
1784573308.117863894,9.949819,0.712064,1,2.458987,-21.091700,15.870900,8.183452,0.130000,-0.146936
1784573308.167919159,9.999874,0.712064,1,2.488291,-20.857000,16.214400,7.870665,0.130000,-0.146936
1784573308.218091726,10.050046,0.981737,1,2.475870,-20.857000,16.214400,7.870665,0.130000,-0.128492
1784573308.267862320,10.099817,0.981737,1,2.463669,-20.857000,16.214400,7.870665,0.130000,-0.128492
1784573308.317894220,10.149849,0.982514,1,2.493989,-20.583400,16.547300,7.919251,0.130000,-0.120135
1784573308.368139744,10.200094,0.981925,1,2.481696,-20.583400,16.547300,7.919251,0.130000,-0.120135
1784573308.417887449,10.249842,0.981925,1,2.488008,-20.455300,16.685000,1.865554,0.130000,-0.111963
1784573308.468201399,10.300156,0.982117,1,2.497576,-20.297000,16.843300,9.290106,0.130000,-0.111963
1784573308.517914534,10.349869,0.982117,1,2.485591,-20.297000,16.843300,9.290106,0.130000,-0.098492
1784573308.567883730,10.399838,0.982117,1,2.473649,-20.297000,16.843300,9.290106,0.130000,-0.098492
1784573308.617877722,10.449832,0.978152,1,2.480454,-20.154700,16.976300,1.334704,0.130000,-0.092912
1784573308.667901516,10.499856,0.978152,1,2.499536,-19.909100,17.188300,4.802130,0.130000,-0.092912
1784573308.717854977,10.549810,0.982163,1,2.507390,-19.746700,17.317800,2.957838,0.130000,-0.092536
1784573308.768123865,10.600079,0.982545,1,2.495498,-19.746700,17.317800,2.957838,0.130000,-0.092536
1784573308.817988873,10.649944,0.981901,1,2.504848,-19.567700,17.452500,3.410461,0.130000,-0.082384
1784573308.867884398,10.699839,0.981901,1,2.513494,-19.390300,17.578300,3.227125,0.130000,-0.082384
